Time,Tissue Displacement,Pressure,Temperature,Piston Displacement,Opening Diameter,Battery Voltage,Charging,deformation,pressureApplied,IAP,stress,force,strain,elasticity
,27,97.22,,,,,,,,,,,,
,27,97.3,,,,,,,,,,,,
,27,97.39,,,,,,,,,,,,
,28,97.47,,,,,,,,,,,,
,29,97.55,,,,,,,,,,,,
,26,97.63,,,,,,,,,,,,
,28,97.71,,,,,,,,,,,,
,28,97.78,,,,,,,,,,,,
,31,97.86,,,,,,,,,,,,
,29,97.92,,,,,,,,,,,,
,28,97.99,,,,,,,,,,,,
,29,98.06,,,,,,,,,,,,
,28,98.13,,,,,,,,,,,,
,29,98.19,,,,,,,,,,,,
,28,98.25,,,,,,,,,,,,
,28,98.31,,,,,,,,,,,,
,28,98.37,,,,,,,,,,,,
,28,98.43,,,,,,,,,,,,
,31,98.48,,,,,,,,,,,,
,28,98.54,,,,,,,,,,,,
,27,98.59,,,,,,,,,,,,
,29,98.64,,,,,,,,,,,,
,30,98.69,,,,,,,,,,,,
,29,98.74,,,,,,,,,,,,
,30,98.79,,,,,,,,,,,,
,30,98.84,,,,,,,,,,,,
,32,98.88,,,,,,,,,,,,
,27,98.92,,,,,,,,,,,,
,30,98.97,,,,,,,,,,,,
,28,99.01,,,,,,,,,,,,
,30,99.05,,,,,,,,,,,,
,31,99.09,,,,,,,,,,,,
,31,99.13,,,,,,,,,,,,
,31,99.16,,,,,,,,,,,,
,31,99.2,,,,,,,,,,,,
,29,99.23,,,,,,,,,,,,
,30,99.26,,,,,,,,,,,,
,30,99.3,,,,,,,,,,,,
,29,99.33,,,,,,,,,,,,
,30,99.36,,,,,,,,,,,,
,31,99.39,,,,,,,,,,,,
,29,99.42,,,,,,,,,,,,
,29,99.45,,,,,,,,,,,,
,30,99.48,,,,,,,,,,,,
,30,99.5,,,,,,,,,,,,
,30,99.53,,,,,,,,,,,,
,32,99.55,,,,,,,,,,,,
,30,99.58,,,,,,,,,,,,
,30,99.6,,,,,,,,,,,,
,30,99.62,,,,,,,,,,,,
,32,99.65,,,,,,,,,,,,
,30,99.67,,,,,,,,,,,,
,29,99.69,,,,,,,,,,,,
,29,99.71,,,,,,,,,,,,
,30,99.73,,,,,,,,,,,,
,30,99.75,,,,,,,,,,,,
,30,99.77,,,,,,,,,,,,
,29,99.78,,,,,,,,,,,,
,31,99.8,,,,,,,,,,,,
,32,99.82,,,,,,,,,,,,
,32,99.83,,,,,,,,,,,,
,31,99.85,,,,,,,,,,,,
,31,99.86,,,,,,,,,,,,
,30,99.88,,,,,,,,,,,,
,32,99.89,,,,,,,,,,,,
,31,99.9,,,,,,,,,,,,
,29,99.92,,,,,,,,,,,,
,31,99.93,,,,,,,,,,,,
,31,99.94,,,,,,,,,,,,
,32,99.95,,,,,,,,,,,,
,32,99.96,,,,,,,,,,,,
,31,99.97,,,,,,,,,,,,
,31,99.99,,,,,,,,,,,,
,30,100,,,,,,,,,,,,
,32,100.01,,,,,,,,,,,,
,30,100.02,,,,,,,,,,,,
,30,100.03,,,,,,,,,,,,
,33,100.04,,,,,,,,,,,,
,31,100.05,,,,,,,,,,,,
,30,100.05,,,,,,,,,,,,
,32,100.06,,,,,,,,,,,,
,33,100.07,,,,,,,,,,,,
,29,100.08,,,,,,,,,,,,
,31,100.09,,,,,,,,,,,,
,32,100.09,,,,,,,,,,,,
,32,100.1,,,,,,,,,,,,
,31,100.1,,,,,,,,,,,,
,32,100.11,,,,,,,,,,,,
,32,100.11,,,,,,,,,,,,
,31,100.12,,,,,,,,,,,,
,32,100.12,,,,,,,,,,,,
,31,100.13,,,,,,,,,,,,
,32,100.13,,,,,,,,,,,,
,32,100.14,,,,,,,,,,,,
,32,100.14,,,,,,,,,,,,
,32,100.15,,,,,,,,,,,,
,31,100.15,,,,,,,,,,,,
,31,100.16,,,,,,,,,,,,
,32,100.16,,,,,,,,,,,,
,31,100.17,,,,,,,,,,,,
,32,100.17,,,,,,,,,,,,
,30,100.17,,,,,,,,,,,,
,33,100.18,,,,,,,,,,,,
,31,100.18,,,,,,,,,,,,
,33,100.18,,,,,,,,,,,,
,32,100.18,,,,,,,,,,,,
,31,100.18,,,,,,,,,,,,
,32,100.18,,,,,,,,,,,,
,31,100.18,,,,,,,,,,,,
,31,100.19,,,,,,,,,,,,
,31,100.19,,,,,,,,,,,,
,33,100.19,,,,,,,,,,,,
,31,100.19,,,,,,,,,,,,
,32,100.19,,,,,,,,,,,,
,32,100.19,,,,,,,,,,,,
,32,100.19,,,,,,,,,,,,
,33,100.2,,,,,,,,,,,,
,34,100.2,,,,,,,,,,,,
,33,100.2,,,,,,,,,,,,
,32,100.2,,,,,,,,,,,,
,32,100.2,,,,,,,,,,,,
,31,100.21,,,,,,,,,,,,
,31,100.21,,,,,,,,,,,,
,32,100.21,,,,,,,,,,,,
,30,100.22,,,,,,,,,,,,
,33,100.22,,,,,,,,,,,,
,31,100.21,,,,,,,,,,,,
,34,100.21,,,,,,,,,,,,
,32,100.22,,,,,,,,,,,,
,32,100.22,,,,,,,,,,,,
,33,100.22,,,,,,,,,,,,
,30,100.23,,,,,,,,,,,,
,32,100.23,,,,,,,,,,,,
,33,100.24,,,,,,,,,,,,
,35,100.24,,,,,,,,,,,,
,32,100.24,,,,,,,,,,,,
,32,100.24,,,,,,,,,,,,
,34,100.25,,,,,,,,,,,,
,33,100.25,,,,,,,,,,,,
,32,100.25,,,,,,,,,,,,
,34,100.25,,,,,,,,,,,,
,34,100.26,,,,,,,,,,,,
,32,100.26,,,,,,,,,,,,
,33,100.26,,,,,,,,,,,,
,32,100.26,,,,,,,,,,,,
,31,100.26,,,,,,,,,,,,
,30,100.26,,,,,,,,,,,,
,33,100.27,,,,,,,,,,,,
,31,100.27,,,,,,,,,,,,
,32,100.27,,,,,,,,,,,,
,31,100.27,,,,,,,,,,,,
,34,100.27,,,,,,,,,,,,
,34,100.27,,,,,,,,,,,,
,31,100.27,,,,,,,,,,,,
,32,100.27,,,,,,,,,,,,
,31,100.27,,,,,,,,,,,,
,33,100.27,,,,,,,,,,,,
,32,100.27,,,,,,,,,,,,
,32,100.27,,,,,,,,,,,,
,33,100.27,,,,,,,,,,,,
,33,100.26,,,,,,,,,,,,
,34,100.26,,,,,,,,,,,,
,33,100.26,,,,,,,,,,,,
,33,100.26,,,,,,,,,,,,
,32,100.27,,,,,,,,,,,,
,34,100.27,,,,,,,,,,,,
,31,100.27,,,,,,,,,,,,
,33,100.27,,,,,,,,,,,,
,32,100.27,,,,,,,,,,,,
,32,100.27,,,,,,,,,,,,
,34,100.26,,,,,,,,,,,,
,32,100.27,,,,,,,,,,,,
,33,100.26,,,,,,,,,,,,
,32,100.26,,,,,,,,,,,,
,32,100.26,,,,,,,,,,,,
,33,100.26,,,,,,,,,,,,
,32,100.26,,,,,,,,,,,,
,33,100.26,,,,,,,,,,,,
,34,100.26,,,,,,,,,,,,
,32,100.26,,,,,,,,,,,,
,33,100.26,,,,,,,,,,,,
,33,100.26,,,,,,,,,,,,
,31,100.26,,,,,,,,,,,,
,32,100.27,,,,,,,,,,,,
,31,100.27,,,,,,,,,,,,
,33,100.27,,,,,,,,,,,,
,33,100.27,,,,,,,,,,,,
,32,100.27,,,,,,,,,,,,
,31,100.28,,,,,,,,,,,,
,33,100.28,,,,,,,,,,,,
,32,100.26,,,,,,,,,,,,
,32,100.24,,,,,,,,,,,,
,32,100.26,,,,,,,,,,,,
,32,100.27,,,,,,,,,,,,
,31,100.27,,,,,,,,,,,,
,33,100.27,,,,,,,,,,,,
,35,100.28,,,,,,,,,,,,
,33,100.27,,,,,,,,,,,,
,30,100.14,,,,,,,,,,,,
,30,99.64,,,,,,,,,,,,
,29,98.77,,,,,,,,,,,,
,29,97.8,,,,,,,,,,,,
,27,96.87,,,,,,,,,,,,
,27,96.03,,,,,,,,,,,,
,27,95.32,,,,,,,,,,,,
,27,94.72,,,,,,,,,,,,
,26,94.23,,,,,,,,,,,,
,27,93.83,,,,,,,,,,,,
,26,93.5,,,,,,,,,,,,
,27,93.24,,,,,,,,,,,,
,25,93.02,,,,,,,,,,,,
,25,92.84,,,,,,,,,,,,
,26,92.69,,,,,,,,,,,,
,27,92.57,,,,,,,,,,,,
,25,92.46,,,,,,,,,,,,
,26,92.37,,,,,,,,,,,,
,26,92.28,,,,,,,,,,,,
,26,92.2,,,,,,,,,,,,
,25,92.11,,,,,,,,,,,,
,26,92,,,,,,,,,,,,
,26,91.86,,,,,,,,,,,,
,25,91.61,,,,,,,,,,,,
,27,91.32,,,,,,,,,,,,
,26,91.21,,,,,,,,,,,,
,26,91.22,,,,,,,,,,,,
,26,91.32,,,,,,,,,,,,
,25,91.46,,,,,,,,,,,,
,26,91.64,,,,,,,,,,,,
,23,91.84,,,,,,,,,,,,
,25,92.06,,,,,,,,,,,,
,26,92.28,,,,,,,,,,,,
,27,92.5,,,,,,,,,,,,
,25,92.73,,,,,,,,,,,,
,27,92.95,,,,,,,,,,,,
,25,93.16,,,,,,,,,,,,
,27,93.37,,,,,,,,,,,,
,27,93.57,,,,,,,,,,,,
,25,93.77,,,,,,,,,,,,
,25,93.95,,,,,,,,,,,,
,27,94.14,,,,,,,,,,,,
,26,94.31,,,,,,,,,,,,
,26,94.48,,,,,,,,,,,,
,26,94.65,,,,,,,,,,,,
,28,94.81,,,,,,,,,,,,
,26,94.96,,,,,,,,,,,,
,26,95.11,,,,,,,,,,,,
,26,95.26,,,,,,,,,,,,
,25,95.4,,,,,,,,,,,,
,27,95.54,,,,,,,,,,,,
,26,95.67,,,,,,,,,,,,
,25,95.8,,,,,,,,,,,,
,29,95.92,,,,,,,,,,,,
,28,96.05,,,,,,,,,,,,
,29,96.17,,,,,,,,,,,,
,28,96.28,,,,,,,,,,,,
,27,96.4,,,,,,,,,,,,
,28,96.5,,,,,,,,,,,,
,27,96.61,,,,,,,,,,,,
,27,96.72,,,,,,,,,,,,
,27,96.82,,,,,,,,,,,,
,26,96.92,,,,,,,,,,,,
,28,97.01,,,,,,,,,,,,
,28,97.1,,,,,,,,,,,,
,28,97.2,,,,,,,,,,,,
,27,97.28,,,,,,,,,,,,
,30,97.37,,,,,,,,,,,,
,27,97.46,,,,,,,,,,,,
,27,97.54,,,,,,,,,,,,
,29,97.62,,,,,,,,,,,,
,30,97.7,,,,,,,,,,,,
,27,97.77,,,,,,,,,,,,
,27,97.85,,,,,,,,,,,,
,28,97.92,,,,,,,,,,,,
,28,97.99,,,,,,,,,,,,
,28,98.06,,,,,,,,,,,,
,28,98.12,,,,,,,,,,,,
,27,98.19,,,,,,,,,,,,
,27,98.25,,,,,,,,,,,,
,29,98.31,,,,,,,,,,,,
,27,98.37,,,,,,,,,,,,
,29,98.43,,,,,,,,,,,,
,30,98.49,,,,,,,,,,,,
,28,98.54,,,,,,,,,,,,
,29,98.6,,,,,,,,,,,,
,30,98.65,,,,,,,,,,,,
,29,98.7,,,,,,,,,,,,
,31,98.75,,,,,,,,,,,,
,29,98.8,,,,,,,,,,,,
,30,98.85,,,,,,,,,,,,
,29,98.89,,,,,,,,,,,,
,29,98.93,,,,,,,,,,,,
,30,98.98,,,,,,,,,,,,
,28,99.02,,,,,,,,,,,,
,28,99.06,,,,,,,,,,,,
,30,99.1,,,,,,,,,,,,
,31,99.14,,,,,,,,,,,,
,31,99.17,,,,,,,,,,,,
,28,99.21,,,,,,,,,,,,
,30,99.24,,,,,,,,,,,,
,30,99.28,,,,,,,,,,,,
,29,99.31,,,,,,,,,,,,
,29,99.34,,,,,,,,,,,,
,31,99.37,,,,,,,,,,,,
,31,99.4,,,,,,,,,,,,
,31,99.43,,,,,,,,,,,,
,31,99.46,,,,,,,,,,,,
,29,99.49,,,,,,,,,,,,
,30,99.51,,,,,,,,,,,,
,30,99.54,,,,,,,,,,,,
,29,99.56,,,,,,,,,,,,
,32,99.59,,,,,,,,,,,,
,30,99.61,,,,,,,,,,,,
,31,99.63,,,,,,,,,,,,
,30,99.66,,,,,,,,,,,,
,30,99.68,,,,,,,,,,,,
,31,99.7,,,,,,,,,,,,
,30,99.72,,,,,,,,,,,,
,31,99.74,,,,,,,,,,,,
,31,99.75,,,,,,,,,,,,
,30,99.77,,,,,,,,,,,,
,31,99.79,,,,,,,,,,,,
,31,99.8,,,,,,,,,,,,
,29,99.82,,,,,,,,,,,,
,32,99.84,,,,,,,,,,,,
,31,99.85,,,,,,,,,,,,
,32,99.87,,,,,,,,,,,,
,32,99.88,,,,,,,,,,,,
,30,99.89,,,,,,,,,,,,
,32,99.91,,,,,,,,,,,,
,29,99.92,,,,,,,,,,,,
,32,99.94,,,,,,,,,,,,
,32,99.95,,,,,,,,,,,,
,32,99.96,,,,,,,,,,,,
,30,99.97,,,,,,,,,,,,
,31,99.98,,,,,,,,,,,,
,31,99.99,,,,,,,,,,,,
,31,100,,,,,,,,,,,,
,32,100.01,,,,,,,,,,,,
,31,100.02,,,,,,,,,,,,
,30,100.03,,,,,,,,,,,,
,32,100.04,,,,,,,,,,,,
,31,100.05,,,,,,,,,,,,
,32,100.05,,,,,,,,,,,,
,32,100.06,,,,,,,,,,,,
,33,100.07,,,,,,,,,,,,
,32,100.07,,,,,,,,,,,,
,32,100.08,,,,,,,,,,,,
,31,100.09,,,,,,,,,,,,
,31,100.09,,,,,,,,,,,,
,31,100.1,,,,,,,,,,,,
,32,100.1,,,,,,,,,,,,
,33,100.11,,,,,,,,,,,,
,32,100.11,,,,,,,,,,,,
,31,100.12,,,,,,,,,,,,
,31,100.12,,,,,,,,,,,,
,32,100.13,,,,,,,,,,,,
,33,100.13,,,,,,,,,,,,
,31,100.14,,,,,,,,,,,,
,34,100.14,,,,,,,,,,,,
,30,100.15,,,,,,,,,,,,
,34,100.15,,,,,,,,,,,,
,32,100.16,,,,,,,,,,,,
,31,100.16,,,,,,,,,,,,
,32,100.17,,,,,,,,,,,,
,29,100.17,,,,,,,,,,,,
,30,100.17,,,,,,,,,,,,
,34,100.18,,,,,,,,,,,,
,31,100.18,,,,,,,,,,,,
,31,100.19,,,,,,,,,,,,
,32,100.19,,,,,,,,,,,,
,31,100.19,,,,,,,,,,,,
,33,100.19,,,,,,,,,,,,
,34,100.19,,,,,,,,,,,,
,32,100.2,,,,,,,,,,,,
,32,100.2,,,,,,,,,,,,
,31,100.2,,,,,,,,,,,,
,31,100.2,,,,,,,,,,,,
,33,100.2,,,,,,,,,,,,
,32,100.2,,,,,,,,,,,,
,31,100.2,,,,,,,,,,,,
,31,100.2,,,,,,,,,,,,
,33,100.2,,,,,,,,,,,,
,31,100.2,,,,,,,,,,,,
,32,100.21,,,,,,,,,,,,
,32,100.21,,,,,,,,,,,,
,34,100.21,,,,,,,,,,,,
,32,100.21,,,,,,,,,,,,
,31,100.21,,,,,,,,,,,,
,32,100.21,,,,,,,,,,,,
,33,100.21,,,,,,,,,,,,
,33,100.21,,,,,,,,,,,,
,33,100.21,,,,,,,,,,,,
,32,100.21,,,,,,,,,,,,
,29,100.21,,,,,,,,,,,,
,31,100.21,,,,,,,,,,,,
,34,100.21,,,,,,,,,,,,
,32,100.21,,,,,,,,,,,,
,33,100.22,,,,,,,,,,,,
,33,100.22,,,,,,,,,,,,
,32,100.22,,,,,,,,,,,,
,33,100.22,,,,,,,,,,,,
,31,100.21,,,,,,,,,,,,
,31,100.21,,,,,,,,,,,,
,33,100.21,,,,,,,,,,,,
,31,100.21,,,,,,,,,,,,
,33,100.22,,,,,,,,,,,,
,32,100.22,,,,,,,,,,,,
,32,100.22,,,,,,,,,,,,
,32,100.23,,,,,,,,,,,,
,33,100.23,,,,,,,,,,,,
,32,100.23,,,,,,,,,,,,
,30,100.23,,,,,,,,,,,,
,34,100.24,,,,,,,,,,,,
,32,100.24,,,,,,,,,,,,
,32,100.24,,,,,,,,,,,,
,31,100.24,,,,,,,,,,,,
,32,100.24,,,,,,,,,,,,
,33,100.24,,,,,,,,,,,,
,33,100.24,,,,,,,,,,,,
,33,100.25,,,,,,,,,,,,
,35,100.25,,,,,,,,,,,,
,32,100.25,,,,,,,,,,,,
,32,100.25,,,,,,,,,,,,
,34,100.25,,,,,,,,,,,,
,32,100.26,,,,,,,,,,,,
,31,100.26,,,,,,,,,,,,
,32,100.26,,,,,,,,,,,,
,35,100.26,,,,,,,,,,,,
,35,100.27,,,,,,,,,,,,
,33,100.27,,,,,,,,,,,,
,32,100.27,,,,,,,,,,,,
,35,100.27,,,,,,,,,,,,
,32,100.28,,,,,,,,,,,,
,31,100.28,,,,,,,,,,,,
,35,100.28,,,,,,,,,,,,
,33,100.28,,,,,,,,,,,,
,30,100.28,,,,,,,,,,,,
,34,100.28,,,,,,,,,,,,
,34,100.28,,,,,,,,,,,,
,30,100.28,,,,,,,,,,,,
,33,100.28,,,,,,,,,,,,
,33,100.28,,,,,,,,,,,,
,33,100.28,,,,,,,,,,,,
,33,100.28,,,,,,,,,,,,
,33,100.28,,,,,,,,,,,,
,35,100.28,,,,,,,,,,,,
,33,100.28,,,,,,,,,,,,
,33,100.28,,,,,,,,,,,,
,32,100.28,,,,,,,,,,,,
,33,100.28,,,,,,,,,,,,
